ADDRESS,ABCD,TIMER
3,10000,19997
16,10000,19998
15,10000,19998
0,10000,19998
0,10000,19998
0,10000,19998
3,00001,20008
3,00001,20008
13,00000,20352
3,10000,20360
3,10000,20360
3,10000,20360
16,10000,20361
16,10000,20361
16,10000,20361
15,10000,20361
15,10000,20361
15,10000,20361
0,10000,20361
0,10000,20361
13,10000,20362
13,00000,20362
13,00000,20362
12,00001,20370
12,00001,20370
12,00001,20370
4,00001,20370
3,00001,20370
16,00001,20371
16,00001,20371
16,00001,20371
15,00001,20372
0,00001,20372
0,00001,20372
7,00001,20372
7,00001,20372
7,00001,20372
13,00001,20373
13,00000,20373
13,00000,20373
13,00010,20383
13,00000,20383
13,00000,20383
10,00100,20391
10,00100,20391
10,00100,20391
17,00100,20391
9,00100,20392
9,00100,20392
1,00100,20392
1,00100,20392
16,10000,20675
16,10000,20675
6,10000,20676
6,10000,20676
10,00001,20685
10,00001,20685
10,00001,20685
16,00001,20685
16,00001,20685
16,00001,20685
15,00001,20686
15,00001,20686
15,00001,20686
6,00001,20686
6,00001,20686
6,00001,20686
12,00010,20694
12,00010,20694
12,00010,20694
4,00010,20694
4,00010,20694
3,00010,20695
3,00010,20695
10,00010,20695
9,00010,20696
1,00010,20696
1,00010,20696
1,00010,20696
15,00010,20696
0,00010,20696
0,00010,20696
0,00010,20696
7,00010,20696
7,00010,20696
6,00010,20697
13,00010,20697
13,00010,20697
13,00000,20697
12,00100,20705
12,00100,20705
4,00100,20705
4,00100,20705
11,00100,20705
11,00100,20705
11,00100,20705
3,00100,20706
10,00100,20706
10,00100,20706
10,00100,20706
17,00100,20706
17,00100,20706
9,00100,20706
1,00100,20706
1,00100,20706
1,00100,20706
15,00100,20707
0,00100,20707
0,00100,20707
0,00100,20707
7,00100,20707
7,00100,20707
6,00100,20707
6,00100,20707
6,00100,20707
12,01000,20715
4,01000,20716
11,01000,20716
11,01000,20716
11,01000,20716
3,01000,20716
3,01000,20716
10,01000,20716
10,01000,20716
10,01000,20716
9,01000,20717
9,01000,20717
9,01000,20717
1,01000,20717
15,01000,20717
0,01000,20717
0,01000,20717
0,01000,20717
7,01000,20717
7,01000,20717
6,01000,20718
10,10000,20727
16,10000,20727
6,10000,20729
10,00001,20737
10,00001,20737
10,00001,20737
16,00001,20738
16,00001,20738
16,00001,20738
15,00001,20738
15,00001,20738
15,00001,20738
6,00001,20739
6,00001,20739
6,00001,20739
12,00010,20747
12,00010,20747
12,00010,20747
4,00010,20747
3,00010,20747
3,00010,20747
3,00010,20747
10,00010,20747
9,00010,20748
9,00010,20748
1,00010,20748
1,00010,20748
15,00010,20749
15,00010,20749
0,00010,20749
0,00010,20749
0,00010,20749
7,00010,20749
6,00010,20749
6,00010,20749
6,00010,20749
13,00010,20749
13,00010,20749
12,00100,20757
12,00100,20757
12,00100,20757
4,00100,20758
11,00100,20758
11,00100,20758
11,00100,20758
3,00100,20758
3,00100,20758
10,00100,20758
10,00100,20758
10,00100,20758
17,00100,20758
9,00100,20759
9,00100,20759
1,00100,20759
1,00100,20759
1,00100,20759
15,00100,20759
15,00100,20759
0,00100,20759
7,00100,20759
7,00100,20759
7,00100,20759
6,00100,20760
6,00100,20760
6,00100,20760
12,01000,20768
12,01000,20768
12,01000,20768
4,01000,20768
11,01000,20768
11,01000,20768
3,01000,20769
3,01000,20769
10,01000,20769
10,01000,20769
10,01000,20769
9,01000,20769
1,01000,20770
15,01000,20770
0,01000,20770
0,01000,20770
0,01000,20770
7,01000,20770
7,01000,20770
6,01000,20771
6,01000,20771
6,01000,20771
10,10000,20779
10,10000,20779
10,10000,20779
16,10000,20780
16,10000,20780
16,10000,20780
6,10000,20781
6,10000,20781
6,10000,20781
10,00001,20790
16,00001,20790
15,00001,20791
6,00001,20791
12,00010,20799
4,00010,20800
3,00010,20800
3,00010,20800
3,00010,20800
10,00010,20800
9,00010,20801
9,00010,20801
1,00010,20801
1,00010,20801
1,00010,20801
15,00010,20801
15,00010,20801
15,00010,20801
0,00010,20801
0,00010,20801
7,00010,20802
6,00010,20802
6,00010,20802
6,00010,20802
13,00010,20802
13,00010,20802
12,00100,20810
12,00100,20810
12,00100,20810
4,00100,20810
11,00100,20810
11,00100,20810
3,00100,20811
3,00100,20811
10,00100,20811
10,00100,20811
17,00100,20811
9,00100,20811
9,00100,20811
9,00100,20811
1,00100,20812
1,00100,20812
1,00100,20812
15,00100,20812
15,00100,20812
15,00100,20812
0,00100,20812
0,00100,20812
7,00100,20812
6,00100,20813
6,00100,20813
6,00100,20813
12,01000,20821
12,01000,20821
4,01000,20821
4,01000,20821
4,01000,20821
11,01000,20821
11,01000,20821
3,01000,20821
10,01000,20821
10,01000,20821
10,01000,20821
9,01000,20822
9,01000,20822
1,01000,20822
1,01000,20822
15,01000,20823
15,01000,20823
15,01000,20823
0,01000,20823
0,01000,20823
7,01000,20823
6,01000,20823
6,01000,20823
6,01000,20823
10,10000,20832
10,10000,20832
10,10000,20832
16,10000,20833
16,10000,20833
16,10000,20833
6,10000,20834
6,10000,20834
6,10000,20834
5,00001,24258
5,00001,24258
5,00001,24258
9,00001,24259
9,00001,24259
9,00001,24259
7,00001,24260
7,00001,24260
13,00001,24260
13,00001,24260
13,00000,24260
12,00010,24268
12,00010,24268
12,00010,24268
11,00010,24268
11,00010,24268
11,00010,24268
10,00010,24269
10,00010,24269
10,00010,24269
9,00010,24269
9,00010,24269
9,00010,24269
8,00010,24270
8,00010,24270
8,00010,24270
14,00010,24270
14,00010,24270
14,00010,24270
6,00010,24271
6,00010,24271
12,00100,24278
12,00100,24278
12,00100,24278
11,00100,24279
11,00100,24279
11,00100,24279
10,00100,24279
10,00100,24279
10,00001,24518
7,00001,24520
14,00001,24520
14,00001,24520
6,00001,24520
6,00001,24520
6,00001,24520
13,00001,24520
13,00001,24520
5,00010,24528
5,00010,24528
5,00010,24528
12,00100,24538
12,00100,24538
12,00100,24538
9,00100,24539
9,00100,24539
9,00100,24539
8,00100,24540
8,00100,24540
8,00100,24540
5,01000,24548
5,01000,24548
5,01000,24548
7,01000,24551
7,01000,24551
7,01000,24551
13,01000,24551
13,00000,24551
13,00000,24551
5,10000,24559
5,10000,24559
5,10000,24559
11,10000,24559
11,10000,24559
11,10000,24559
10,10000,24560
10,10000,24560
10,10000,24560
7,10000,24561
7,10000,24561
7,10000,24561
14,10000,24561
6,10000,24562
6,10000,24562
13,10000,24562
13,00000,24562
13,00000,24562
5,00001,24569
5,00001,24569
5,00001,24569
11,00001,24570
11,00001,24570
11,00001,24570
10,00001,24570
10,00001,24570
10,00001,24570
7,00001,24572
14,00001,24572
14,00001,24572
14,00001,24572
6,00001,24572
6,00001,24572
13,00001,24944
13,00010,24944
13,00010,24944
13,00000,24944
5,00100,24952
5,00100,24952
5,00100,24952
12,00100,24952
12,00100,24952
11,00100,24952
9,00100,24953
9,00100,24953
9,00100,24953
8,00100,24954
8,00100,24954
8,00100,24954
11,01000,24963
11,01000,24963
11,01000,24963
5,10000,24972
11,10000,24973
10,10000,24973
7,10000,24975
14,10000,24975
14,10000,24975
6,10000,24975
6,10000,24975
13,10000,24975
13,00000,24975
13,00000,24975
5,00001,24983
5,00001,24983
5,00001,24983
10,00001,24984
10,00001,24984
10,00001,24984
7,00001,24985
7,00001,24985
7,00001,24985
14,00001,24985
6,00001,24985
6,00001,24985
13,00001,24985
13,00000,24985
13,00000,24985
11,00010,24993
11,00010,24993
11,00010,24993
7,00010,24995
7,00010,24995
7,00010,24995
14,00010,24995
13,00010,24996
13,00010,24996
13,00000,24996
5,00100,25003
5,00100,25003
12,00100,25003
12,00100,25003
12,00100,25003
11,00100,25004
9,00100,25005
9,00100,25005
9,00100,25005
8,00100,25005
8,00100,25005
8,00100,25005
10,10000,25439
7,10000,25441
7,10000,25441
7,10000,25441
14,10000,25441
6,10000,25441
6,10000,25441
6,10000,25441
13,10000,25441
13,10000,25441
5,00001,25449
5,00001,25449
5,00001,25449
10,00001,25450
10,00001,25450
10,00001,25450
7,00001,25451
7,00001,25451
7,00001,25451
14,00001,25451
6,00001,25451
6,00001,25451
13,00001,25451
13,00001,25451
13,00001,25451
11,00010,25459
11,00010,25459
11,00010,25459
12,00100,25469
12,00100,25469
12,00100,25469
9,00100,25471
8,00100,25471
8,00100,25471
8,00100,25471
5,10000,25490
5,10000,25490
5,10000,25490
11,10000,25491
11,10000,25491
11,10000,25491
10,10000,25491
10,10000,25491
10,10000,25491
7,10000,25492
7,10000,25492
7,10000,25492
14,10000,25492
6,10000,25493
6,10000,25493
13,10000,25493
13,00000,25493
13,00000,25493
5,00001,25501
5,00001,25501
5,00001,25501
11,00001,25502
11,00001,25502
11,00001,25502
7,00001,25504
7,00001,25504
7,00001,25504
14,00001,25504
13,00001,25504
13,00001,25504
13,00000,25504
12,00010,25512
12,00010,25512
12,00010,25512
10,00010,25513
10,00010,25513
8,00010,25514
8,00010,25514
8,00010,25514
14,00010,25514
14,00010,25514
14,00010,25514
6,00010,25514
6,00010,25514
12,00100,25522
12,00100,25522
12,00100,25522
10,00100,25523
10,00100,25523
9,00100,25524
9,00100,25524
8,00100,25524
8,00100,25524
8,00100,25524
14,00100,25525
14,00100,25525
14,00100,25525
6,00100,25525
6,00100,25525
12,01000,25533
12,01000,25533
12,01000,25533
10,01000,25534
10,01000,25534
8,01000,25534
8,01000,25534
8,01000,25534
14,01000,25535
14,01000,25535
14,01000,25535
6,01000,25535
6,01000,25535
5,10000,25543
5,10000,25543
11,10000,25544
11,10000,25544
7,10000,25545
7,10000,25545
13,10000,25546
13,10000,25546
5,00001,25553
5,00001,25553
5,00001,25553
11,00001,25554
11,00001,25554
11,00001,25554
7,00001,25556
7,00001,25556
7,00001,25556
14,00001,25556
14,00001,25556
13,00001,25556
13,00000,25556
13,00000,25556
12,00010,25564
12,00010,25564
10,00010,25565
8,00010,25566
8,00010,25566
8,00010,25566
14,00010,25566
14,00010,25566
14,00010,25566
6,00010,25566
12,00100,25574
12,00100,25574
12,00100,25574
10,00100,25575
9,00100,25576
8,00100,25576
8,00100,25576
8,00100,25576
14,00100,25577
14,00100,25577
14,00100,25577
6,00100,25577
12,01000,25585
12,01000,25585
12,01000,25585
10,01000,25585
8,01000,25586
8,01000,25586
8,01000,25586
14,01000,25587
14,01000,25587
14,01000,25587
6,01000,25587
5,10000,25595
11,10000,25595
7,10000,25597
13,10000,25598
5,00001,25605
5,00001,25605
5,00001,25605
11,00001,25606
11,00001,25606
11,00001,25606
7,00001,25608
7,00001,25608
7,00001,25608
14,00001,25608
13,00001,25608
4,01000,26832
4,01000,26832
3,01000,26833
3,01000,26833
2,01000,26833
2,01000,26833
9,01000,26833
9,01000,26833
9,01000,26833
1,01000,26833
0,01000,26834
0,01000,26834
0,01000,26834
7,01000,26834
6,01000,26835
6,01000,26835
6,01000,26835
5,10000,26842
4,10000,26843
4,10000,26843
4,10000,26843
1,10000,26844
8,10000,26844
8,10000,26844
8,10000,26844
0,10000,26844
0,10000,26844
6,10000,26845
6,10000,26845
6,10000,26845
5,00001,26852
5,00001,26852
5,00001,26852
4,00001,26853
4,00001,26853
4,00001,26853
8,00001,26854
8,00001,26854
5,00010,26863
5,00010,26863
4,00010,26863
4,00010,26863
4,00010,26863
3,00010,26864
3,00010,26864
3,00010,26864
2,00010,26864
2,00010,26864
2,00010,26864
9,00010,26864
9,00010,26864
1,00010,26864
1,00010,26864
1,00010,26864
0,00010,26865
0,00010,26865
0,00010,26865
7,00010,26865
0,10000,27258
0,10000,27258
6,10000,27259
6,10000,27259
6,10000,27259
2,00001,27268
2,00001,27268
1,00001,27268
1,00001,27268
8,00001,27268
8,00001,27268
8,00001,27268
0,00001,27269
6,00001,27269
6,00001,27269
6,00001,27269
8,00100,27289
8,00100,27289
8,00100,27289
7,00100,27289
7,00100,27289
7,00100,27289
5,10000,27307
4,10000,27308
4,10000,27308
4,10000,27308
3,10000,27308
3,10000,27308
3,10000,27308
2,10000,27309
2,10000,27309
2,10000,27309
9,10000,27309
1,10000,27309
1,10000,27309
8,10000,27309
8,10000,27309
8,10000,27309
0,10000,27310
6,10000,27310
6,10000,27310
6,10000,27310
2,00001,27320
9,00001,27320
9,00001,27320
9,00001,27320
8,00001,27321
2,00001,27630
2,00001,27630
2,00001,27630
9,00001,27630
9,00001,27630
8,00001,27631
6,00001,27632
6,00001,27632
6,00001,27632
1,00100,27651
7,00100,27652
5,10000,27670
5,10000,27670
5,10000,27670
4,10000,27671
4,10000,27671
4,10000,27671
3,10000,27671
2,10000,27672
9,10000,27672
9,10000,27672
9,10000,27672
1,10000,27672
1,10000,27672
8,10000,27672
8,10000,27672
8,10000,27672
0,10000,27673
0,10000,27673
0,10000,27673
6,10000,27673
6,10000,27673
6,10000,27673
2,00001,27682
2,00001,27682
2,00001,27682
9,00001,27682
8,00001,27682
8,00001,27682
6,00001,27683
6,00001,27683
6,00001,27683
1,00100,27703
1,00100,27703
7,00100,27703
7,00100,27703
5,10000,27722
5,10000,27722
5,10000,27722
4,10000,27722
4,10000,27722
4,10000,27722
3,10000,27723
3,10000,27723
3,00010,28056
2,00010,28057
2,00010,28057
9,00010,28057
7,00010,28058
5,00100,28066
5,00100,28066
5,00100,28066
4,00100,28066
4,00100,28066
4,00100,28066
3,00100,28067
2,00100,28067
9,00100,28067
9,00100,28067
9,00100,28067
7,00100,28068
7,00100,28068
6,00100,28069
6,00100,28069
5,01000,28076
5,01000,28076
5,01000,28076
4,01000,28077
4,01000,28077
3,01000,28077
3,01000,28077
2,01000,28078
2,01000,28078
9,01000,28078
9,01000,28078
9,01000,28078
7,01000,28079
6,01000,28079
5,10000,28087
5,10000,28087
5,10000,28087
4,10000,28087
1,10000,28088
1,10000,28088
1,10000,28088
8,10000,28088
0,10000,28089
0,10000,28089
6,10000,28089
6,10000,28089
5,00001,28097
5,00001,28097
5,00001,28097
4,00001,28097
4,00001,28097
4,00001,28097
9,00001,28099
9,00001,28099
9,00001,28099
1,00001,28099
1,00001,28099
8,00001,28099
5,00010,28107
5,00010,28107
5,00010,28107
4,00010,28108
4,00010,28108
4,00010,28108
3,00010,28108
2,00010,28109
2,00010,28109
2,00010,28109
9,00010,28109
7,00010,28110
7,00010,28110
7,00010,28110
5,00100,28118
5,00100,28118
5,00100,28118
4,00100,28118
4,00100,28118
3,00100,28119
3,00100,28119
3,00100,28119
2,00100,28119
2,00100,28119
2,00100,28119
9,00100,28119
9,00100,28119
7,00100,28120
7,00100,28120
7,00100,28120
6,00100,28121
6,00100,28121
6,00100,28121
5,01000,28128
4,01000,28129
3,01000,28129
3,01000,28129
3,01000,28129
2,01000,28130
2,01000,28130
9,01000,28130
7,01000,28131
7,01000,28131
7,01000,28131
6,01000,28131
6,01000,28131
6,01000,28131
5,10000,28139
5,10000,28139
4,10000,28139
4,10000,28139
4,10000,28139
1,10000,28141
1,10000,28141
8,10000,28141
8,10000,28141
8,10000,28141
0,10000,28141
6,10000,28142
19,00001,29137
19,00001,29137
19,00001,29137
3,00001,29138
3,00001,29138
3,00001,29138
2,00001,29138
2,00001,29138
2,00001,29138
15,00001,29139
15,00001,29139
15,00001,29139
5,00010,29147
12,00010,29147
12,00010,29147
19,00010,29147
19,00010,29147
19,00010,29147
4,00010,29147
18,00010,29148
18,00010,29148
3,00010,29148
3,00010,29148
3,00010,29148
17,00010,29149
16,00010,29308
16,00010,29308
16,00010,29308
1,00010,29308
1,00010,29308
8,00010,29308
7,00010,29309
7,00010,29309
7,00010,29309
14,00010,29309
14,00010,29309
6,00010,29309
6,00010,29309
6,00010,29309
13,00010,29309
5,00100,29317
5,00100,29317
5,00100,29317
12,00100,29317
12,00100,29317
19,00100,29317
4,00100,29317
4,00100,29317
11,00100,29318
18,00100,29318
18,00100,29318
3,00100,29318
17,00100,29318
17,00100,29318
9,00100,29318
9,00100,29318
16,00100,29318
16,00100,29318
16,00100,29318
1,00100,29318
8,00100,29319
8,00100,29319
7,00100,29319
7,00100,29319
7,00100,29319
14,00100,29319
6,00100,29320
6,00100,29320
6,00100,29320
3,10000,29602
3,10000,29602
17,10000,29602
17,10000,29602
17,10000,29602
2,10000,29602
9,10000,29602
9,10000,29602
16,10000,29602
1,10000,29603
1,10000,29603
8,10000,29603
15,10000,29603
15,10000,29603
7,10000,29603
14,10000,29603
14,10000,29603
14,10000,29603
6,10000,29604
6,10000,29604
13,10000,29604
13,00000,29604
13,00000,29604
5,00001,29611
4,00001,29612
4,00001,29612
4,00001,29612
11,00001,29612
17,00001,29613
17,00001,29613
2,00001,29613
9,00001,29613
9,00001,29613
9,00001,29613
5,01000,29852
5,01000,29852
5,01000,29852
19,01000,29852
19,01000,29852
19,01000,29852
4,01000,29852
4,01000,29852
3,01000,29853
3,01000,29853
3,01000,29853
17,01000,29853
17,01000,29853
17,01000,29853
16,01000,29854
8,01000,29854
15,01000,29854
15,01000,29854
15,01000,29854
7,01000,29854
7,01000,29854
7,01000,29854
13,01000,29855
13,01000,29855
13,00000,29855
1,00001,30034
1,00001,30034
15,00001,30034
15,00001,30034
15,00001,30034
7,00001,30034
6,00001,30035
13,00001,30035
13,00001,30035
13,00001,30035
12,00100,30052
12,00100,30052
12,00100,30052
4,00100,30053
4,00100,30053
4,00100,30053
17,00100,30054
17,00100,30054
8,00100,30054
8,00100,30054
5,10000,30073
5,10000,30073
5,10000,30073
19,10000,30074
19,10000,30074
4,10000,30074
4,10000,30074
4,10000,30074
11,10000,30074
18,10000,30074
18,10000,30074
3,10000,30074
17,10000,30075
17,10000,30075
2,10000,30075
2,10000,30075
2,10000,30075
9,10000,30075
16,10000,30075
16,10000,30075
1,10000,30075
8,10000,30075
8,10000,30075
15,10000,30075
7,00001,30348
7,00001,30348
14,00001,30348
14,00001,30348
14,00001,30348
6,00001,30349
6,00001,30349
6,00001,30349
13,00001,30349
4,00010,30357
4,00010,30357
11,00010,30357
17,00010,30358
17,00010,30358
17,00010,30358
2,00010,30358
9,00010,30358
9,00010,30358
8,00010,30358
8,00010,30358
8,00010,30358
12,00100,30367
2,01000,30378
5,10000,30388
17,10000,30549
9,10000,30549
16,10000,30549
16,10000,30549
16,10000,30549
8,10000,30550
8,10000,30550
15,10000,30550
15,10000,30550
15,10000,30550
7,10000,30550
7,10000,30550
7,10000,30550
19,00001,30559
19,00001,30559
19,00001,30559
4,00001,30559
18,00001,30559
18,00001,30559
3,00001,30559
3,00001,30559
3,00001,30559
17,00001,30559
16,00001,30560
16,00001,30560
16,00001,30560
8,00001,30560
8,00001,30560
8,00001,30560
15,00001,30560
7,00001,30561
7,00001,30561
7,00001,30561
5,00010,30569
5,00010,30569
12,00010,30569
12,00010,30569
12,00010,30569
19,00010,30569
18,00010,30569
18,00010,30569
3,00010,30569
3,00010,30569
3,00010,30569
1,00010,30571
14,00010,30571
14,00010,30571
14,00010,30571
6,00010,30572
13,00010,30572
13,00010,30572
13,00010,30572
5,00100,30579
5,00100,30579
5,00100,30579
12,00100,30579
12,00100,30579
19,00100,30580
11,00100,30580
11,00100,30580
11,00100,30580
18,00100,30580
18,00100,30580
3,00100,30580
2,00100,30581
2,00100,30581
2,00100,30581
9,00100,30581
9,00100,30581
1,00100,30581
1,00100,30581
1,00100,30581
14,00100,30582
14,00100,30582
14,00100,30582
6,00100,30582
6,00100,30582
6,00100,30582
13,00100,30582
5,01000,30590
5,01000,30590
12,01000,30590
12,01000,30590
12,01000,30590
19,01000,30590
11,01000,30591
11,01000,30591
11,01000,30591
18,01000,30591
18,01000,30591
3,01000,30591
9,01000,30592
9,01000,30592
1,01000,30592
1,01000,30592
14,01000,30593
14,01000,30593
14,01000,30593
6,01000,30593
6,01000,30593
6,01000,30593
13,01000,30593
13,01000,30593
5,10000,30601
5,10000,30601
5,10000,30601
19,10000,30601
4,10000,30601
4,10000,30601
4,10000,30601
11,10000,30601
11,10000,30601
3,10000,30602
17,10000,30602
9,10000,30602
16,10000,30602
16,10000,30602
16,10000,30602
8,10000,30603
8,10000,30603
8,10000,30603
15,10000,30603
15,10000,30603
7,10000,30603
7,10000,30603
7,10000,30603
3,00001,31600
3,00001,31600
0,00001,31602
0,00001,31602
5,00010,31610
3,00010,31610
3,00010,31610
3,00010,31610
1,00010,31611
1,00010,31611
6,00010,31612
6,00010,31612
5,00100,31620
5,00100,31620
5,00100,31620
3,00100,31621
3,00100,31621
2,00100,31621
2,00100,31621
1,00100,31622
1,00100,31622
1,00100,31622
6,00100,31623
6,00100,31623
6,00100,31623
5,01000,31630
5,01000,31630
5,01000,31630
3,01000,31631
3,01000,31631
3,01000,31631
2,01000,31632
2,01000,31632
1,01000,31632
1,01000,31632
6,01000,31633
6,01000,31633
6,01000,31633
3,10000,31641
3,10000,31641
3,10000,31641
2,10000,31642
2,10000,31642
2,10000,31642
0,10000,31643
0,10000,31643
3,00001,31652
3,00001,31652
0,00001,31653
0,00001,31653
0,00001,31653
5,00010,31661
5,00010,31661
5,00010,31661
3,00010,31662
1,00010,31663
1,00010,31663
1,00010,31663
6,00010,31664
6,00010,31664
6,00010,31664
5,00100,31671
3,00100,31672
3,00100,31672
3,00100,31672
2,00100,31673
0,00001,32117
0,00001,32117
0,00001,32117
6,00001,32117
6,00001,32117
6,00001,32117
0,00100,32137
5,10000,32155
3,10000,32156
3,10000,32156
3,10000,32156
2,10000,32157
2,10000,32157
2,10000,32157
1,10000,32157
1,10000,32157
1,10000,32157
0,10000,32158
0,10000,32158
0,10000,32158
6,10000,32158
6,10000,32158
6,10000,32158
5,00001,32166
5,00001,32166
5,00001,32166
2,00001,32167
2,00001,32167
2,00001,32167
1,00001,32167
1,00001,32167
1,00001,32167
0,00001,32168
0,00001,32168
0,00001,32168
6,00001,32168
6,00001,32168
6,00001,32168
0,00100,32188
0,00100,32188
0,00100,32188
5,10000,32206
5,10000,32206
5,10000,32206
3,10000,32207
2,10000,32208
1,10000,32208
1,10000,32208
1,10000,32208
0,10000,32209
0,10000,32209
0,10000,32209
6,10000,32209
6,10000,32209
5,00001,32218
5,00001,32218
5,00001,32218
2,00001,32219
2,00001,32219
2,00001,32219
1,00001,32219
1,00001,32219
1,00001,32219
0,00001,32220
0,00001,32220
0,00001,32220
6,00001,32221
6,00001,32221
3,00010,32229
3,00010,32229
3,00100,32239
3,00100,32239
0,00100,32240
0,00100,32240
0,00100,32240
3,01000,32249
3,01000,32249
3,01000,32249
5,10000,32259
5,10000,32259
5,10000,32259
3,10000,32259
3,10000,32259
3,10000,32259
2,10000,32260
2,10000,32260
2,10000,32260
1,10000,32260
1,10000,32260
0,10000,32261
6,00001,-32750
6,00001,-32750
2,00010,-32741
2,00010,-32741
2,00010,-32741
5,10000,-32711
5,10000,-32711
5,10000,-32711
3,10000,-32711
3,10000,-32711
2,10000,-32710
2,10000,-32710
2,10000,-32710
1,10000,-32710
1,10000,-32710
1,10000,-32710
0,10000,-32709
0,10000,-32709
0,10000,-32709
6,10000,-32709
6,10000,-32709
6,10000,-32709
3,00001,-32699
3,00001,-32699
0,00001,-32698
0,00001,-32698
0,00001,-32698
5,00010,-32690
5,00010,-32690
5,00010,-32690
3,00010,-32689
3,00010,-32689
1,00010,-32688
1,00010,-32688
1,00010,-32688
6,00010,-32687
6,00010,-32687
6,00010,-32687
5,00100,-32679
5,00100,-32679
5,00100,-32679
3,00100,-32679
3,00100,-32679
2,00100,-32678
2,00100,-32678
1,00100,-32678
1,00100,-32678
1,00100,-32678
6,00100,-32677
6,00100,-32677
6,00100,-32677
5,01000,-32669
5,01000,-32669
5,01000,-32669
3,01000,-32668
3,01000,-32668
2,01000,-32668
2,01000,-32668
1,01000,-32667
1,01000,-32667
1,01000,-32667
6,01000,-32666
6,01000,-32666
6,01000,-32666
3,10000,-32658
3,10000,-32658
3,10000,-32658
2,10000,-32657
2,10000,-32657
0,10000,-32656
0,10000,-32656
3,00001,-32648
3,00001,-32648
3,00001,-32648
0,00001,-32646
0,00001,-32646
5,00010,-32638
5,00010,-32638
5,00010,-32638
3,00010,-32637
3,00010,-32637
3,00010,-32637
1,00010,-32636
1,00010,-32636
6,00010,-32635
6,00010,-32635
6,00010,-32635
5,00100,-32628
5,00100,-32628
3,00100,-32627
3,00100,-32627
3,00100,-32627
2,00100,-32626
2,00100,-32626
1,00100,-32626
1,00100,-32626
6,00100,-32625
6,00100,-32625
6,00100,-32625
5,01000,-32617
5,01000,-32617
5,01000,-32617
3,01000,-32616
3,01000,-32616
3,01000,-32616
2,01000,-32616
2,01000,-32616
1,01000,-32616
1,01000,-32616
6,01000,-32615
6,01000,-32615
6,01000,-32615
3,10000,-32606
3,10000,-32606
3,10000,-32606
2,10000,-32606
2,10000,-32606
2,10000,-32606
0,10000,-32605
0,10000,-32605
3,00001,-32596
3,00001,-32596
3,00001,-32596
0,00001,-32595
0,00001,-32595
5,00010,-32587
5,00010,-32587
3,00010,-32586
3,00010,-32586
3,00010,-32586
1,00010,-32585
1,00010,-32585
6,00010,-32584
6,00010,-32584
5,00100,-32576
5,00100,-32576
3,00100,-32575
3,00100,-32575
3,00100,-32575
2,00100,-32575
2,00100,-32575
2,00100,-32575
1,00100,-32574
1,00100,-32574
6,00100,-32573
6,00100,-32573
5,01000,-32566
5,01000,-32566
3,01000,-32565
3,01000,-32565
3,01000,-32565
2,01000,-32564
2,01000,-32564
2,01000,-32564
1,01000,-32564
1,01000,-32564
6,01000,-32563
6,01000,-32563
3,10000,-32554
3,10000,-32554
3,10000,-32554
2,10000,-32554
2,10000,-32554
2,10000,-32554
0,10000,-32553
0,10000,-32553
3,00001,-32544
3,00001,-32544
3,00001,-32544
0,00001,-32543
0,00001,-32543
5,00010,-32535
5,00010,-32535
5,00010,-32535
3,00010,-32534
1,00010,-32533
1,00010,-32533
6,00010,-32532
6,00010,-32532
6,00010,-32532
5,00100,-32524
5,00100,-32524
3,00100,-32524
3,00100,-32524
5,00010,-31337
5,00010,-31337
5,00010,-31337
12,00010,-31337
19,00010,-31336
19,00010,-31336
18,00010,-31336
18,00010,-31336
18,00010,-31336
10,00010,-31335
10,00010,-31335
10,00010,-31335
17,00010,-31335
2,00010,-31335
2,00010,-31335
16,00010,-31335
16,00010,-31335
16,00010,-31335
1,00010,-31335
15,00010,-31335
15,00010,-31335
15,00010,-31335
0,00010,-31335
0,00010,-31335
6,00010,-31334
6,00010,-31334
6,00010,-31334
13,00010,-31334
5,00100,-31326
5,00100,-31326
12,00100,-31326
12,00100,-31326
12,00100,-31326
19,00100,-31326
18,00100,-31325
18,00100,-31325
10,00100,-31325
10,00100,-31325
17,00100,-31325
17,00100,-31325
17,00100,-31325
2,00100,-31325
16,00100,-31324
16,00100,-31324
9,10000,-31042
9,10000,-31042
16,10000,-31042
16,10000,-31042
16,10000,-31042
1,10000,-31042
15,10000,-31041
15,10000,-31041
7,10000,-31041
7,10000,-31041
5,00001,-31033
5,00001,-31033
5,00001,-31033
19,00001,-31033
19,00001,-31033
19,00001,-31033
11,00001,-31033
11,00001,-31033
18,00001,-31033
18,00001,-31033
18,00001,-31033
17,00001,-31032
17,00001,-31032
17,00001,-31032
16,00001,-31031
1,00001,-31031
1,00001,-31031
1,00001,-31031
15,00001,-31031
15,00001,-31031
12,00100,-31013
12,00100,-31013
11,00100,-31012
11,00100,-31012
10,00100,-31012
10,00100,-31012
10,00100,-31012
2,00100,-31011
2,00100,-31011
2,00100,-31011
0,00100,-31010
0,00100,-31010
6,00100,-31010
6,00100,-31010
13,00100,-31010
10,00100,-30702
10,00100,-30702
2,00100,-30701
2,00100,-30701
2,00100,-30701
0,00100,-30700
0,00100,-30700
6,00100,-30700
6,00100,-30700
13,00100,-30700
13,00000,-30700
13,00000,-30700
5,10000,-30682
5,10000,-30682
5,10000,-30682
19,10000,-30682
19,10000,-30682
19,10000,-30682
11,10000,-30681
11,10000,-30681
11,10000,-30681
