ADDRESS,ABCD,TIMER
12,00010,19603
4,00010,19603
4,00010,19603
16,00010,19604
16,00010,19604
13,00010,19605
13,00010,19605
13,00000,19605
17,00100,19614
17,00100,19614
17,00100,19614
9,00100,19614
9,00100,19614
9,00100,19614
1,00100,19615
1,00100,19615
1,00100,19615
13,00100,19616
13,00100,19616
13,00000,19616
9,01000,19625
9,01000,19625
9,01000,19625
16,01000,19625
16,01000,19625
1,01000,19625
3,10000,19635
3,10000,19635
10,10000,19635
10,10000,19635
10,10000,19635
16,10000,19635
16,10000,19635
16,10000,19635
15,10000,19636
0,10000,19636
7,10000,19636
7,10000,19636
6,10000,19637
0,10000,19947
0,10000,19947
3,00001,19956
10,00001,19956
10,00001,19956
16,00001,19957
16,00001,19957
16,00001,19957
0,00001,19957
0,00001,19957
6,00001,19958
6,00001,19958
5,00010,19965
5,00010,19965
2,00010,19967
2,00010,19967
2,00010,19967
7,00010,19968
7,00010,19968
7,00010,19968
13,00010,19968
13,00010,19968
13,00000,19968
12,00100,19976
12,00100,19976
12,00100,19976
4,00100,19976
4,00100,19976
17,00100,19977
17,00100,19977
17,00100,19977
9,00100,19977
9,00100,19977
16,00100,19977
16,00100,19977
16,00100,19977
1,00100,19977
7,00100,19978
7,00100,19978
7,00100,19978
7,01000,19988
7,01000,19988
13,01000,19989
13,01000,19989
3,10000,19997
3,10000,19997
